Text_Type,Book,Chapter,Window,LG,G,GGG,GLG,L,GGL,GLL,LLG,LGL,LGG,LLL,GG,LL
SN,AH,nidana,367,1,20,31,29,2,23,3,5,32,12,1,0,0
SN,AH,nidana,368,1,19,33,27,3,23,3,5,32,12,1,0,0
SN,AH,nidana,369,1,19,33,27,3,23,3,4,32,13,1,0,0
SN,AH,nidana,370,1,19,35,27,3,22,3,5,31,12,1,0,0
SN,AH,nidana,371,1,18,34,27,4,20,4,6,31,13,1,0,0
SN,AH,nidana,372,1,18,32,26,4,19,5,6,31,16,1,0,0
SN,AH,nidana,373,1,17,33,27,4,17,6,6,29,19,2,0,0
SN,AH,nidana,374,1,17,32,29,4,16,7,5,29,19,2,0,0
SN,AH,nidana,375,1,16,33,32,4,17,6,4,28,20,2,0,0
SN,AH,nidana,376,1,17,35,31,4,17,5,4,29,17,1,0,0
SN,AH,nidana,377,1,17,35,31,4,18,5,4,29,16,1,0,0
SN,AH,nidana,378,1,17,37,32,4,16,5,5,27,16,1,0,0
SN,AH,nidana,379,1,16,38,31,4,16,5,5,26,20,1,0,0
SN,AH,nidana,380,1,16,38,30,4,15,5,6,26,21,1,0,0
SN,AH,nidana,381,1,16,37,29,4,16,6,7,25,21,1,0,0
SN,AH,nidana,382,0,17,34,28,4,13,6,7,26,22,1,0,0
SN,AH,nidana,383,0,17,33,28,4,13,6,7,26,23,1,0,0
SN,AH,nidana,384,0,17,34,29,4,12,6,7,26,22,1,0,0
SN,AH,nidana,385,0,17,34,27,4,12,7,7,27,22,1,0,0
SN,AH,nidana,386,0,18,31,27,3,13,8,7,27,23,1,0,0
SN,AH,nidana,387,0,17,30,29,3,13,8,8,27,22,3,0,0
SN,AH,nidana,388,0,17,30,28,3,13,9,9,26,22,3,0,0
SN,AH,nidana,389,0,17,33,28,3,12,9,9,26,20,3,0,0
SN,AH,nidana,390,0,17,34,26,4,12,9,9,25,19,3,0,0
SN,AH,nidana,391,0,18,34,25,3,13,9,9,25,19,3,0,0
SN,AH,nidana,392,0,18,34,27,3,13,9,9,23,19,3,0,0
SN,AH,nidana,393,0,19,34,27,2,12,9,9,23,20,3,0,0
SN,AH,nidana,394,0,19,36,25,2,12,9,10,23,19,3,0,0
SN,AH,nidana,395,0,19,33,26,2,14,9,9,23,20,3,0,0
SN,AH,nidana,396,0,20,34,25,1,14,10,8,23,20,3,0,0
SN,AH,nidana,397,0,20,36,27,1,14,9,8,23,17,3,0,0
SN,AH,nidana,398,0,21,35,27,1,14,8,8,25,15,2,0,0
SN,AH,nidana,399,0,20,36,27,1,15,7,8,26,16,2,0,0
SN,AH,nidana,400,0,21,36,25,1,13,7,9,27,15,2,0,0
SN,AH,nidana,401,0,21,36,27,1,13,7,8,27,14,2,0,0
SN,AH,nidana,402,0,21,34,29,1,12,7,8,28,14,2,0,0
SN,AH,nidana,403,0,21,35,29,1,12,7,7,28,14,2,0,0
SN,AH,nidana,404,0,22,35,27,1,12,7,8,30,10,2,0,0
SN,AH,nidana,405,0,22,33,28,1,14,7,8,30,9,2,0,0
SN,AH,nidana,406,0,22,32,29,1,15,6,8,30,9,2,0,0
SN,AH,nidana,407,0,22,33,28,1,16,6,9,29,8,2,0,0
SN,AH,nidana,408,0,21,33,28,2,16,6,9,30,7,2,0,0
SN,AH,nidana,409,0,20,32,27,2,17,7,9,29,11,2,0,0
SN,AH,nidana,410,0,20,32,27,2,18,6,9,28,12,2,0,0
SN,AH,nidana,411,0,19,32,28,2,19,5,10,27,14,2,0,0
SN,AH,nidana,412,0,20,34,27,2,18,5,9,27,14,0,0,0
SN,AH,nidana,413,0,20,32,30,2,18,4,8,27,15,0,0,0
SN,AH,nidana,414,0,20,30,30,2,18,4,9,27,16,0,0,0
SN,AH,nidana,415,0,20,28,33,1,18,4,9,27,18,0,0,0
SN,AH,nidana,416,0,20,27,34,1,17,4,9,27,19,0,0,0
SN,AH,nidana,417,0,19,27,36,1,18,4,9,27,19,0,0,0
SN,AH,nidana,418,0,19,25,36,1,18,4,11,27,19,0,0,0
SN,AH,nidana,419,0,19,24,37,1,18,4,10,27,20,0,0,0
SN,AH,nidana,420,0,19,26,37,1,16,4,10,27,20,0,0,0
SN,AH,nidana,421,0,19,26,38,1,16,2,11,27,20,0,0,0
SN,AH,nidana,422,0,19,24,38,1,17,2,11,27,21,0,0,0
SN,AH,nidana,423,0,19,23,40,1,17,2,11,26,21,0,0,0
SN,AH,nidana,424,0,20,23,38,1,16,2,12,26,20,0,0,0
SN,AH,nidana,425,0,20,25,37,1,17,2,11,25,20,0,0,0
SN,AH,nidana,426,0,20,25,36,1,17,2,12,25,20,0,0,0
SN,AH,nidana,427,0,20,27,33,1,19,2,12,24,20,0,0,0
SN,AH,nidana,428,0,20,25,33,1,19,2,12,24,22,0,0,0
SN,AH,nidana,429,0,20,25,35,1,19,1,11,23,23,0,0,0
SN,AH,nidana,430,0,20,26,35,1,18,1,10,23,24,0,0,0
SN,AH,nidana,431,0,20,29,37,1,19,2,9,24,25,0,0,0
SN,AH,nidana,432,0,20,28,37,1,20,2,8,24,26,0,0,0
SN,AH,nidana,433,0,21,27,36,0,19,3,8,25,27,0,0,0
SN,AH,nidana,434,0,22,27,35,0,19,2,9,26,24,0,0,0
SN,AH,nidana,435,0,22,27,35,0,19,3,9,26,23,0,0,0
SN,AH,nidana,436,0,23,30,33,0,17,3,9,27,20,0,0,0
SN,AH,nidana,437,0,23,29,33,0,17,3,10,27,20,0,0,0
SN,AH,nidana,438,0,23,30,32,0,18,3,10,27,19,0,0,0
SN,AH,nidana,439,0,23,30,31,0,19,4,9,27,19,0,0,0
SN,AH,nidana,440,0,24,33,29,0,18,4,8,28,16,0,0,0
SN,AH,nidana,441,0,24,35,29,0,17,4,8,28,15,0,0,0
SN,AH,nidana,442,0,25,33,26,0,15,5,9,30,15,0,0,0
SN,AH,nidana,443,0,24,34,29,0,15,5,7,30,16,0,0,0
SN,AH,nidana,444,0,24,32,31,0,15,5,7,30,16,0,0,0
SN,AH,nidana,445,0,23,31,34,0,17,5,7,29,16,0,0,0
SN,AH,nidana,446,0,22,30,33,0,17,5,6,28,15,0,1,0
SN,AH,nidana,447,0,21,30,32,1,19,5,6,28,14,0,1,0
SN,AH,nidana,448,0,21,31,29,1,19,5,7,29,14,0,1,0
SN,AH,nidana,449,0,21,33,30,1,23,5,7,29,14,1,1,0
SN,AH,nidana,450,0,21,31,32,1,23,5,7,29,14,1,1,0
SN,AH,nidana,451,0,21,31,32,1,24,5,6,29,14,1,1,0
SN,AH,nidana,452,0,21,29,33,1,22,6,8,29,14,1,1,0
SN,AH,nidana,453,0,21,28,33,1,25,6,8,29,12,1,1,0
SN,AH,nidana,454,0,21,27,32,1,27,6,9,29,11,1,1,0
SN,AH,nidana,455,1,20,27,36,1,29,8,12,30,12,1,1,0
SN,AH,nidana,456,1,20,25,33,1,28,7,13,29,11,1,1,0
SN,AH,nidana,457,1,19,27,35,1,26,7,13,29,12,1,1,0
SN,AH,nidana,458,1,19,28,36,1,26,6,14,27,12,1,1,0
SN,AH,nidana,459,1,18,29,38,1,26,7,13,26,13,1,1,0
SN,AH,nidana,460,1,18,28,37,1,27,6,15,26,13,1,1,0
SN,AH,nidana,461,1,18,28,38,1,27,6,14,26,13,1,1,0
SN,AH,nidana,462,1,18,28,38,1,27,7,13,26,13,1,1,0
SN,AH,nidana,463,1,18,30,37,1,26,7,13,26,13,1,1,0
SN,AH,nidana,464,1,18,31,37,1,26,6,14,26,12,1,1,0
SN,AH,nidana,465,1,18,30,36,1,26,6,15,26,13,1,1,0
SN,AH,nidana,466,1,18,30,34,1,26,6,15,28,13,1,1,0
SN,AH,nidana,467,1,18,30,35,1,28,5,14,27,13,1,1,0
SN,AH,nidana,468,1,19,30,33,1,27,6,14,28,11,1,1,0
SN,AH,nidana,469,1,19,32,30,1,28,6,15,27,11,1,1,0
SN,AH,nidana,470,1,20,31,28,1,27,6,15,28,11,1,1,0
SN,AH,nidana,471,1,21,31,30,1,28,6,15,30,11,1,0,0
SN,AH,nidana,472,1,21,31,31,1,27,6,15,30,11,1,0,0
SN,AH,nidana,473,1,20,33,32,1,28,6,16,28,11,1,0,0
SN,AH,nidana,474,1,20,31,30,1,26,6,15,27,12,0,0,0
SN,AH,nidana,475,1,20,31,29,1,27,6,15,27,12,0,0,0
SN,AH,nidana,476,1,20,32,28,1,26,6,16,27,12,0,0,0
SN,AH,nidana,477,1,19,33,28,1,28,5,15,27,14,0,0,0
SN,AH,nidana,478,1,19,34,27,1,26,5,15,28,15,0,0,0
SN,AH,nidana,479,1,18,36,29,1,25,6,14,27,16,0,0,0
SN,AH,nidana,480,0,19,37,24,1,23,4,11,26,15,0,0,0
SN,AH,nidana,481,0,19,36,26,1,21,4,10,27,16,0,0,0
SN,AH,nidana,482,0,20,33,24,1,23,5,10,27,15,0,0,0
SN,AH,nidana,483,0,20,34,25,1,23,5,9,27,14,0,0,0
SN,AH,nidana,484,0,21,34,22,1,23,4,10,29,12,0,0,0
SN,AH,nidana,485,0,21,35,25,1,21,4,8,29,12,0,0,0
SN,AH,nidana,486,0,21,34,26,1,21,4,8,29,12,0,0,0
SN,AH,nidana,487,0,20,33,28,1,21,5,8,29,13,0,0,0
SN,AH,nidana,488,0,20,31,28,1,21,5,8,30,14,0,0,0
SN,AH,nidana,489,1,19,31,30,1,23,5,9,30,14,0,0,0
SN,AH,nidana,490,1,19,30,31,1,24,5,8,31,13,0,0,0
SN,AH,nidana,491,1,18,30,34,1,25,5,9,28,14,0,0,0
SN,AH,nidana,492,1,18,31,33,1,24,5,9,28,15,0,0,0
SN,AH,nidana,493,1,17,32,33,1,27,4,9,26,16,1,0,0
SN,AH,nidana,494,1,17,31,34,1,26,5,8,27,16,1,0,0
SN,AH,nidana,495,1,17,32,33,1,26,5,8,27,16,1,0,0
SN,AH,nidana,496,1,17,32,32,1,26,6,9,26,16,1,0,0
SN,AH,nidana,497,1,17,33,31,1,24,6,9,28,16,1,0,0
SN,AH,nidana,498,1,18,31,31,1,24,7,7,29,15,1,0,0
SN,AH,nidana,499,1,18,32,31,1,22,8,7,30,14,1,0,0
SN,AH,nidana,500,1,18,32,32,1,21,8,7,30,14,1,0,0
SN,AH,nidana,501,1,17,29,34,1,21,9,7,29,18,1,0,0
SN,AH,nidana,502,1,18,30,35,1,19,9,6,29,16,1,0,0
SN,AH,nidana,503,1,17,31,37,1,19,9,6,27,17,2,0,0
SN,AH,nidana,504,1,18,29,36,1,19,8,6,28,17,2,0,0
SN,AH,nidana,505,1,17,29,39,1,21,8,6,28,17,2,0,1
SN,AH,nidana,506,1,17,30,38,1,22,8,7,27,16,2,0,1
SN,AH,nidana,507,1,17,32,39,1,20,7,8,27,15,2,0,1
SN,AH,nidana,508,1,17,33,38,1,20,7,8,27,15,2,0,1
SN,AH,nidana,509,1,16,35,42,1,20,7,7,25,15,2,0,1
SN,AH,nidana,510,1,16,35,39,1,20,7,8,25,17,2,0,1
SN,AH,nidana,511,1,16,34,39,1,20,7,8,25,18,2,0,1
SN,AH,nidana,512,1,17,35,37,1,21,5,8,25,17,2,0,1
SN,AH,nidana,513,1,17,35,37,1,21,6,8,25,16,2,0,1
SN,AH,nidana,514,0,18,34,35,1,18,6,8,25,17,2,0,1
SN,AH,nidana,515,0,18,33,35,1,20,6,8,24,17,2,0,1
SN,AH,nidana,516,0,19,32,34,1,20,6,7,25,16,2,0,1
SN,AH,nidana,517,0,18,31,35,1,20,8,7,24,18,2,0,1
SN,AH,nidana,518,0,19,30,36,1,17,8,7,25,18,1,0,1
SN,AH,nidana,519,0,19,30,35,1,19,7,8,25,17,1,0,1
SN,AH,nidana,520,0,19,30,34,1,18,9,8,25,17,1,0,1
SN,AH,nidana,521,0,19,31,33,1,18,9,7,25,18,1,0,1
SN,AH,nidana,522,0,20,32,32,0,19,9,7,24,18,1,0,1
SN,AH,nidana,523,0,19,32,34,0,18,10,7,24,18,2,0,1
SN,AH,nidana,524,0,19,31,34,0,20,9,8,23,18,2,0,1
SN,AH,nidana,525,0,18,30,35,0,20,10,8,25,19,2,1,1
SN,AH,nidana,526,0,18,31,33,1,21,10,7,25,17,2,1,1
SN,AH,nidana,527,0,17,29,31,2,23,10,9,25,17,3,1,1
SN,AH,nidana,528,0,17,27,30,2,22,10,11,26,16,4,1,1
SN,AH,nidana,529,0,17,27,30,2,21,10,12,27,15,4,1,1
SN,AH,nidana,530,0,18,26,27,2,20,10,12,28,14,4,1,0
SN,AH,nidana,531,0,18,26,28,2,19,11,11,28,14,4,1,0
SN,AH,nidana,532,0,18,26,28,2,20,11,10,28,14,4,1,0
SN,AH,nidana,533,0,18,24,29,2,20,11,11,28,14,4,1,0
SN,AH,nidana,534,0,19,23,25,2,19,12,12,29,14,4,1,0
SN,AH,nidana,535,0,19,24,27,2,19,12,11,29,12,4,1,0
SN,AH,nidana,536,0,19,25,26,2,20,12,11,29,11,4,1,0
SN,AH,nidana,537,0,19,24,25,2,22,12,12,28,11,4,1,0
SN,AH,nidana,538,0,19,23,26,2,23,11,12,27,12,4,1,0
SN,AH,nidana,539,1,18,25,27,2,25,11,11,27,13,4,1,0
SN,AH,nidana,540,1,18,25,29,2,23,11,11,27,13,4,1,0
SN,AH,nidana,541,1,17,25,30,2,23,11,11,27,15,4,1,0
SN,AH,nidana,542,1,18,28,28,2,22,9,11,28,13,4,1,0
SN,AH,nidana,543,1,17,27,27,3,22,9,13,28,13,4,1,0
SN,AH,nidana,544,1,16,26,29,4,21,9,12,28,14,4,1,0
SN,AH,nidana,545,1,16,26,30,4,21,8,13,28,13,4,1,0
SN,AH,nidana,546,1,16,28,30,4,21,7,13,28,12,4,1,0
SN,AH,nidana,547,1,16,28,31,4,21,7,13,27,12,4,1,0
SN,AH,nidana,548,1,17,28,28,4,22,6,13,28,12,3,1,0
SN,AH,nidana,549,1,17,27,29,4,20,7,12,29,12,4,1,0
SN,AH,nidana,550,1,18,27,28,4,20,6,12,27,12,4,0,0
