Text_Type,Book,Chapter,Window,GG,GLG,GGG,G,LGL,L,LLG,LGG,GLL,GGL,LLL,LL,LG,GL
SN,CS,siddi,530,0,24,27,24,31,1,18,9,4,12,0,0,0,0
SN,CS,siddi,531,0,26,27,24,31,1,19,8,4,10,0,0,0,0
SN,CS,siddi,532,0,27,28,23,30,2,19,7,4,10,0,0,0,0
SN,CS,siddi,533,0,27,29,23,30,2,19,7,4,9,0,0,0,0
SN,CS,siddi,534,0,29,31,23,30,2,17,7,4,7,0,0,0,0
SN,CS,siddi,535,0,29,31,23,30,2,16,8,5,6,0,0,0,0
SN,CS,siddi,536,0,29,32,23,29,2,16,8,5,6,0,0,0,0
SN,CS,siddi,537,0,28,31,24,29,1,17,8,5,7,0,0,0,0
SN,CS,siddi,538,0,25,31,24,29,1,18,8,5,9,0,0,0,0
SN,CS,siddi,539,0,25,32,23,28,2,18,9,4,9,0,0,0,0
SN,CS,siddi,540,0,26,29,23,28,2,18,9,5,10,0,0,0,0
SN,CS,siddi,541,0,27,27,23,28,2,18,9,5,11,0,0,0,0
SN,CS,siddi,542,0,26,27,23,28,2,18,9,5,12,0,0,0,0
SN,CS,siddi,543,0,27,27,23,28,2,16,9,6,12,0,0,0,0
SN,CS,siddi,544,0,25,28,22,29,3,16,9,5,13,0,0,0,0
SN,CS,siddi,545,0,26,31,22,28,3,15,8,5,12,0,0,0,0
SN,CS,siddi,546,0,26,29,22,28,3,16,9,5,12,0,0,0,0
SN,CS,siddi,547,0,26,30,22,27,3,15,9,6,12,0,0,0,0
SN,CS,siddi,548,0,25,30,22,28,3,15,9,6,12,0,0,0,0
SN,CS,siddi,549,0,25,30,22,28,3,15,10,6,11,0,0,0,0
SN,CS,siddi,550,0,25,29,22,28,3,16,9,6,12,0,0,0,0
SN,CS,siddi,551,0,25,31,22,28,3,15,8,6,12,0,0,0,0
SN,CS,siddi,552,0,24,33,22,28,3,15,7,5,13,0,0,0,0
SN,CS,siddi,553,0,25,31,21,28,4,14,8,5,14,0,0,0,0
SN,CS,siddi,554,0,27,32,20,28,4,12,8,5,13,0,0,0,0
SN,CS,siddi,555,0,28,32,20,28,4,11,9,5,12,0,0,0,0
SN,CS,siddi,556,0,27,32,20,28,4,10,10,5,13,0,0,0,0
SN,CS,siddi,557,0,25,32,21,28,3,12,10,5,13,0,0,0,0
SN,CS,siddi,558,0,26,31,21,27,3,11,12,5,13,0,0,0,0
SN,CS,siddi,559,0,24,31,21,27,3,12,12,6,13,0,0,0,0
SN,CS,siddi,560,0,25,30,21,27,3,12,13,5,13,0,0,0,0
SN,CS,siddi,561,0,26,28,21,28,3,12,12,5,14,0,0,0,0
SN,CS,siddi,562,0,28,28,21,28,3,11,13,4,13,0,0,0,0
SN,CS,siddi,563,0,28,29,21,28,3,11,13,4,12,0,0,0,0
SN,CS,siddi,564,0,26,28,22,29,2,12,13,5,12,0,0,0,0
SN,CS,siddi,565,0,24,29,22,29,2,12,14,5,12,0,0,0,0
SN,CS,siddi,566,0,23,29,22,30,2,12,14,5,12,0,0,0,0
SN,CS,siddi,567,0,24,28,22,30,2,12,14,5,12,0,0,0,0
SN,CS,siddi,568,0,24,27,22,30,2,13,14,4,13,0,0,0,0
SN,CS,siddi,569,0,25,28,23,29,1,13,14,4,12,0,0,0,0
SN,CS,siddi,570,0,25,25,23,29,1,14,15,4,13,0,0,0,0
SN,CS,siddi,571,0,26,25,23,29,1,13,14,5,13,0,0,0,0
SN,CS,siddi,572,0,26,25,23,30,1,13,14,4,13,0,0,0,0
SN,CS,siddi,573,0,27,26,23,29,1,12,14,4,13,0,0,0,0
SN,CS,siddi,574,0,29,27,23,29,1,11,13,4,12,0,0,0,0
SN,CS,siddi,575,0,29,29,23,29,1,10,12,4,12,0,0,0,0
SN,CS,siddi,576,0,30,27,23,29,1,10,12,4,13,0,0,0,0
SN,CS,siddi,577,0,31,25,23,29,1,10,13,4,13,0,0,0,0
SN,CS,siddi,578,0,30,27,24,29,0,12,11,4,12,0,0,0,0
SN,CS,siddi,579,0,28,28,24,29,1,12,12,4,12,0,0,0,0
SN,CS,siddi,580,0,27,27,24,30,1,12,12,5,12,0,0,0,0
SN,CS,siddi,581,0,26,28,24,30,1,12,12,6,11,0,0,0,0
SN,CS,siddi,582,0,26,27,24,30,1,11,13,7,11,0,0,0,0
SN,CS,siddi,583,0,25,28,24,30,1,11,12,7,12,0,0,0,0
SN,CS,siddi,584,0,26,27,24,30,1,10,14,6,12,0,0,0,0
SN,CS,siddi,585,0,27,28,24,30,1,10,12,6,12,0,0,0,0
SN,CS,siddi,586,0,27,28,24,30,1,9,12,7,12,0,0,0,0
SN,CS,siddi,587,0,25,30,24,30,1,10,11,7,12,0,0,0,0
SN,CS,siddi,588,0,26,29,24,30,1,9,12,8,11,0,0,0,0
SN,CS,siddi,589,0,27,30,24,29,1,8,13,7,11,0,0,0,0
SN,CS,siddi,590,0,28,32,24,29,1,8,12,6,10,0,0,0,0
SN,CS,siddi,591,0,27,33,24,29,1,9,12,6,9,0,0,0,0
SN,CS,siddi,592,0,27,32,24,29,1,10,12,7,8,0,0,0,0
SN,CS,siddi,593,0,26,34,24,29,1,9,12,7,8,0,0,0,0
SN,CS,siddi,594,0,26,33,24,29,1,8,12,7,10,0,0,0,0
SN,CS,siddi,595,0,28,34,24,29,1,7,11,7,9,0,0,0,0
SN,CS,siddi,596,0,29,33,24,29,1,7,12,6,9,0,0,0,0
SN,CS,siddi,597,0,30,32,24,28,1,7,12,6,10,0,0,0,0
SN,CS,siddi,598,0,29,31,24,28,1,8,12,7,10,0,0,0,0
SN,CS,siddi,599,0,28,31,24,28,1,8,12,8,10,0,0,0,0
SN,CS,siddi,600,0,29,30,24,28,1,8,12,8,10,0,0,0,0
SN,CS,siddi,601,0,29,31,24,28,1,8,12,8,9,0,0,0,0
SN,CS,siddi,602,0,28,34,23,27,1,8,12,8,9,0,0,1,0
SN,CS,siddi,603,0,28,32,23,27,1,8,12,9,10,0,0,1,0
SN,CS,siddi,604,0,27,32,24,28,0,8,11,10,10,0,0,1,0
SN,CS,siddi,605,0,29,33,24,27,0,8,10,9,10,0,0,1,0
SN,CS,siddi,606,0,29,34,24,26,0,8,10,8,10,0,0,1,0
SN,CS,siddi,607,1,29,33,23,25,0,8,10,8,10,0,0,1,0
SN,CS,siddi,608,1,29,33,23,25,0,8,9,9,10,0,0,1,0
SN,CS,siddi,609,1,28,32,23,26,0,8,8,10,11,0,0,1,0
SN,CS,siddi,610,1,27,32,23,26,0,8,9,10,11,0,0,1,0
SN,CS,siddi,611,1,28,34,23,25,0,8,9,9,10,0,0,1,0
SN,CS,siddi,612,1,29,34,23,25,0,7,9,9,10,0,0,1,0
SN,CS,siddi,613,1,29,33,23,26,0,7,9,8,11,0,0,1,0
SN,CS,siddi,614,1,30,33,23,26,0,7,7,8,12,0,0,1,0
SN,CS,siddi,615,1,30,31,22,26,1,7,7,8,14,0,0,1,0
SN,CS,siddi,616,1,31,31,22,25,1,7,7,8,14,0,0,1,0
SN,CS,siddi,617,1,29,31,22,25,1,7,8,7,16,0,0,1,0
SN,CS,siddi,618,1,29,31,22,25,1,7,9,7,15,0,0,1,0
SN,CS,siddi,619,1,28,31,22,27,1,8,9,7,13,0,0,1,0
SN,CS,siddi,620,1,26,31,22,27,1,9,9,7,14,0,0,1,0
SN,CS,siddi,621,1,24,32,22,27,1,9,9,8,14,0,0,1,0
SN,CS,siddi,622,1,23,34,22,27,1,9,9,8,13,0,0,1,0
SN,CS,siddi,623,1,24,35,22,27,1,9,9,7,12,0,0,1,0
SN,CS,siddi,624,1,25,33,22,28,1,9,9,7,12,0,0,1,0
SN,CS,siddi,625,1,24,34,22,29,1,9,9,7,11,0,0,1,0
SN,CS,siddi,626,1,23,33,22,29,1,9,10,7,12,0,0,1,0
SN,CS,siddi,627,1,26,30,23,30,1,8,10,7,11,0,0,0,0
SN,CS,siddi,628,1,28,31,23,30,1,6,10,6,11,0,0,0,0
SN,CS,siddi,629,1,29,31,23,29,1,6,10,5,12,0,0,0,0
SN,CS,siddi,630,1,28,30,22,29,2,6,10,5,14,0,0,0,0
SN,CS,siddi,631,1,28,29,22,31,2,7,9,5,14,0,0,0,0
SN,CS,siddi,632,0,29,31,23,32,2,6,9,4,14,0,0,0,0
SN,CS,siddi,633,0,31,30,23,32,2,6,10,3,13,0,0,0,0
SN,CS,siddi,634,0,32,31,23,31,2,6,11,2,12,0,0,0,0
SN,CS,siddi,635,0,30,30,23,31,2,7,12,2,13,0,0,0,0
SN,CS,siddi,636,0,29,29,23,31,2,7,12,3,14,0,0,0,0
SN,CS,siddi,637,0,27,28,23,31,2,8,12,3,16,0,0,0,0
SN,CS,siddi,638,0,27,30,23,30,2,8,11,4,15,0,0,0,0
SN,CS,siddi,639,0,26,30,23,30,2,9,11,5,14,0,0,0,0
SN,CS,siddi,640,0,25,29,24,31,1,10,12,6,12,0,0,0,0
SN,CS,siddi,641,0,26,29,24,31,1,9,12,6,12,0,0,0,0
SN,CS,siddi,642,0,28,31,24,31,1,8,11,6,10,0,0,0,0
SN,CS,siddi,643,0,28,31,24,31,1,9,10,6,10,0,0,0,0
SN,CS,siddi,644,0,29,30,24,30,1,9,11,6,10,0,0,0,0
SN,CS,siddi,645,0,28,30,23,31,2,9,11,6,10,0,0,0,0
SN,CS,siddi,646,0,29,29,23,31,2,9,10,6,11,0,0,0,0
SN,CS,siddi,647,0,29,27,23,32,2,10,10,6,11,0,0,0,0
SN,CS,siddi,648,0,28,25,23,32,2,10,12,6,12,0,0,0,0
SN,CS,siddi,649,0,28,27,23,31,2,10,12,5,12,0,0,0,0
SN,CS,siddi,650,0,28,25,23,30,2,12,13,5,12,0,0,0,0
SN,CS,siddi,651,0,28,25,23,31,2,12,12,5,12,0,0,0,0
SN,CS,siddi,652,0,25,27,23,31,2,14,11,5,12,0,0,0,0
SN,CS,siddi,653,0,24,26,23,31,2,15,12,6,11,0,0,0,0
SN,CS,siddi,654,0,24,27,23,31,2,15,12,6,10,0,0,0,0
SN,CS,siddi,655,0,24,26,24,33,1,15,12,6,9,0,0,0,0
SN,CS,siddi,656,0,26,26,24,32,1,14,12,6,9,0,0,0,0
SN,CS,siddi,657,0,25,25,24,32,1,15,11,6,11,0,0,0,0
SN,CS,siddi,658,0,23,27,24,32,1,16,10,6,11,0,0,0,0
SN,CS,siddi,659,0,23,27,24,32,1,17,8,6,12,0,0,0,0
SN,CS,siddi,660,0,24,28,24,33,1,17,6,6,11,0,0,0,0
SN,CS,siddi,661,0,23,27,24,33,1,18,6,7,11,0,0,0,0
SN,CS,siddi,662,0,24,28,24,33,1,17,7,7,9,0,0,0,0
SN,CS,siddi,663,0,24,28,24,33,1,18,7,6,9,0,0,0,0
SN,CS,siddi,664,0,24,28,24,33,1,18,7,5,10,0,0,0,0
SN,CS,siddi,665,0,24,31,24,32,1,17,6,4,11,0,0,0,0
SN,CS,siddi,666,0,23,31,24,32,1,17,6,4,12,0,0,0,0
SN,CS,siddi,667,0,22,30,24,32,1,17,7,4,13,0,0,0,0
SN,CS,siddi,668,0,22,30,24,32,1,17,7,4,13,0,0,0,0
SN,CS,siddi,669,0,23,31,24,31,1,16,6,4,14,0,0,0,0
SN,CS,siddi,670,0,25,31,25,30,0,15,6,4,14,0,0,0,0
SN,CS,siddi,671,0,25,33,24,30,0,16,7,5,14,0,1,0,0
SN,CS,siddi,672,0,24,33,24,30,0,16,8,5,14,0,1,0,0
SN,CS,siddi,673,0,26,35,24,30,0,15,6,5,13,0,1,0,0
SN,CS,siddi,674,0,25,34,24,30,0,15,6,5,15,0,1,0,0
SN,CS,siddi,675,0,24,35,24,30,0,15,5,6,15,0,1,0,0
SN,CS,siddi,676,0,25,34,24,29,0,15,5,6,16,0,1,0,0
SN,CS,siddi,677,0,26,34,24,29,0,13,6,6,16,0,1,0,0
SN,CS,siddi,678,0,26,37,24,29,0,12,5,5,16,0,1,0,0
SN,CS,siddi,679,0,26,35,24,29,0,12,6,5,17,0,1,0,0
SN,CS,siddi,680,0,27,35,24,28,0,12,6,6,16,0,1,0,0
SN,CS,siddi,681,0,26,34,24,29,0,12,6,7,16,0,1,0,0
SN,CS,siddi,682,0,28,34,24,29,0,11,7,7,14,0,1,0,0
SN,CS,siddi,683,0,29,33,24,29,0,10,8,7,14,0,1,0,0
SN,CS,siddi,684,0,31,32,24,29,0,9,9,7,13,0,1,0,0
SN,CS,siddi,685,0,31,33,24,28,0,8,9,7,14,0,1,0,0
SN,CS,siddi,686,0,32,35,24,28,0,7,9,5,14,0,1,0,0
SN,CS,siddi,687,0,32,35,23,28,1,7,8,6,14,0,1,0,0
SN,CS,siddi,688,0,33,34,23,28,1,6,9,6,14,0,1,0,0
SN,CS,siddi,689,0,33,34,22,29,2,5,9,7,13,0,1,0,0
SN,CS,siddi,690,0,33,32,22,29,2,6,9,7,14,0,1,0,0
SN,CS,siddi,691,0,33,32,22,29,2,6,9,7,14,0,1,0,0
SN,CS,siddi,692,0,33,34,22,29,2,6,9,9,15,0,1,0,0
SN,CS,siddi,693,0,35,32,22,29,2,5,10,9,15,0,1,0,0
SN,CS,siddi,694,0,34,32,22,30,2,5,10,10,14,0,1,0,0
SN,CS,siddi,695,0,33,32,22,30,2,6,10,10,14,0,1,0,0
SN,CS,siddi,696,0,31,31,23,31,2,6,9,8,14,0,0,0,0
SN,CS,siddi,697,0,33,30,23,30,2,6,8,9,14,0,0,0,0
SN,CS,siddi,698,0,31,29,23,30,2,7,9,9,15,0,0,0,0
SN,CS,siddi,699,0,31,29,23,30,2,7,10,9,14,0,0,0,0
SN,CS,siddi,700,0,32,29,23,31,2,5,11,8,14,0,0,0,0
SN,CS,siddi,701,0,31,30,22,32,3,5,12,8,12,0,0,0,0
SN,CS,siddi,702,0,31,28,22,33,3,5,11,9,13,0,0,0,0
SN,CS,siddi,703,0,32,26,22,33,3,5,11,10,13,0,0,0,0
SN,CS,siddi,704,0,32,25,22,34,3,6,11,10,12,0,0,0,0
SN,CS,siddi,705,0,31,25,22,33,3,7,12,9,13,0,0,0,0
SN,CS,siddi,706,0,32,25,22,32,3,8,12,8,13,0,0,0,0
SN,CS,siddi,707,0,31,25,22,33,3,8,11,9,13,0,0,0,0
SN,CS,siddi,708,0,29,26,22,33,3,10,10,9,13,0,0,0,0
SN,CS,siddi,709,0,27,27,22,33,3,10,11,9,13,0,0,0,0
SN,CS,siddi,710,0,28,25,22,33,3,10,12,10,12,0,0,0,0
SN,CS,siddi,711,0,27,25,22,33,3,11,12,10,12,0,0,0,0
SN,CS,siddi,712,0,27,23,23,34,2,12,13,9,12,0,0,0,0
SN,CS,siddi,713,0,25,24,23,35,2,12,12,10,12,0,0,0,0
SN,CS,siddi,714,0,26,24,24,34,1,12,12,9,13,0,0,0,0
SN,CS,siddi,715,0,26,23,23,34,2,12,12,10,13,0,0,0,0
SN,CS,siddi,716,0,26,23,23,34,2,13,12,10,12,0,0,0,0
SN,CS,siddi,717,0,27,20,23,34,2,14,11,8,11,0,0,0,0
SN,CS,siddi,718,0,25,22,23,34,2,15,10,8,11,0,0,0,0
SN,CS,siddi,719,0,26,22,23,33,2,15,11,7,11,0,0,0,0
SN,CS,siddi,720,0,27,21,22,34,3,14,11,8,10,0,0,0,0
SN,CS,siddi,721,0,27,20,22,34,3,13,13,8,10,0,0,0,0
SN,CS,siddi,722,0,27,20,22,34,3,12,14,7,11,0,0,0,0
SN,CS,siddi,723,0,29,20,22,34,3,11,13,7,11,0,0,0,0
SN,CS,siddi,724,0,29,20,22,34,3,11,13,8,10,0,0,0,0
SN,CS,siddi,725,0,30,21,22,33,3,11,12,8,10,0,0,0,0
SN,CS,siddi,726,0,29,22,23,32,2,12,11,8,11,0,0,0,0
SN,CS,siddi,727,0,29,24,22,31,3,12,11,7,11,0,0,0,0
SN,CS,siddi,728,0,28,25,22,31,3,12,11,6,12,0,0,0,0
SN,CS,siddi,729,0,28,26,22,30,3,11,10,6,14,0,0,0,0
SN,CS,siddi,730,0,27,30,21,29,3,11,9,6,14,0,0,1,0
SN,CS,siddi,731,0,26,31,20,29,4,10,9,6,15,0,0,1,0
SN,CS,siddi,732,1,27,34,19,27,4,13,10,7,17,0,0,1,0
SN,CS,siddi,733,1,27,35,18,26,4,11,11,8,17,0,0,1,0
SN,CS,siddi,734,2,26,34,17,25,4,12,10,9,17,0,0,1,0
SN,CS,siddi,735,2,24,35,17,25,4,13,10,8,18,0,0,1,0
SN,CS,siddi,736,2,27,33,17,25,4,12,10,8,18,0,0,1,0
SN,CS,siddi,737,2,26,34,17,25,4,12,9,8,19,0,0,1,0
SN,CS,siddi,738,2,26,33,17,25,4,13,9,7,20,0,0,1,0
SN,CS,siddi,739,2,24,34,17,25,4,14,9,7,20,0,0,1,0
SN,CS,siddi,740,2,24,37,18,25,3,13,9,6,19,0,0,1,0
SN,CS,siddi,741,2,24,37,18,25,3,13,9,6,19,0,0,1,0
SN,CS,siddi,742,2,22,39,18,25,3,13,10,6,18,0,0,1,0
SN,CS,siddi,743,2,23,38,18,26,3,12,10,6,18,0,0,1,0
SN,CS,siddi,744,2,21,38,18,26,3,14,9,6,19,0,0,1,0
SN,CS,siddi,745,2,21,39,19,26,2,14,9,5,19,0,0,1,0
SN,CS,siddi,746,2,21,40,19,25,2,15,7,5,20,0,0,1,0
SN,CS,siddi,747,2,20,42,19,25,2,15,7,5,19,0,0,1,0
SN,CS,siddi,748,2,18,41,19,25,2,16,9,6,18,0,0,1,0
SN,CS,siddi,749,2,18,41,19,25,2,17,9,5,18,0,0,1,0
SN,CS,siddi,750,2,17,39,19,26,2,17,9,5,20,0,0,1,0
SN,CS,siddi,751,2,18,38,19,26,2,16,10,5,20,0,0,1,0
SN,CS,siddi,752,2,17,39,20,26,1,17,10,5,19,0,0,1,0
SN,CS,siddi,753,2,17,38,20,26,1,17,11,6,18,0,0,1,0
SN,CS,siddi,754,2,17,39,20,26,1,18,11,6,16,0,0,1,0
SN,CS,siddi,755,2,17,36,21,27,1,18,12,7,15,0,0,0,0
SN,CS,siddi,756,2,18,34,22,27,0,19,12,7,15,0,0,0,0
SN,CS,siddi,757,1,18,32,23,28,0,16,11,5,13,0,0,0,0
SN,CS,siddi,758,1,18,29,23,29,1,17,10,4,16,0,0,0,0
SN,CS,siddi,759,0,18,31,24,30,1,18,9,3,16,0,0,0,0
SN,CS,siddi,760,0,19,31,24,30,1,17,8,3,17,0,0,0,0
SN,CS,siddi,761,0,16,32,23,30,2,17,9,3,18,0,0,0,0
SN,CS,siddi,762,0,17,33,23,29,2,16,9,3,18,0,0,0,0
SN,CS,siddi,763,0,18,34,23,28,2,16,9,3,17,0,0,0,0
SN,CS,siddi,764,0,18,34,23,28,2,16,9,3,17,0,0,0,0
SN,CS,siddi,765,0,18,32,23,28,2,18,10,3,16,0,0,0,0
SN,CS,siddi,766,0,19,30,23,28,2,17,10,3,18,0,0,0,0
SN,CS,siddi,767,0,19,29,23,28,2,18,9,3,19,0,0,0,0
SN,CS,siddi,768,0,17,28,23,28,2,20,9,4,19,0,0,0,0
SN,CS,siddi,769,0,17,28,23,28,2,19,10,4,19,0,0,0,0
SN,CS,siddi,770,0,16,30,23,27,2,19,10,4,19,0,0,0,0
SN,CS,siddi,771,0,17,32,22,27,3,18,10,4,17,0,0,0,0
SN,CS,siddi,772,0,17,32,21,27,4,19,9,4,17,0,0,0,0
SN,CS,siddi,773,0,18,32,21,28,4,18,7,4,18,0,0,0,0
SN,CS,siddi,774,0,18,33,21,28,4,17,6,4,19,0,0,0,0
SN,CS,siddi,775,0,17,35,21,27,4,18,6,5,17,0,0,0,0
SN,CS,siddi,776,0,19,34,21,27,4,18,5,5,17,0,0,0,0
SN,CS,siddi,777,0,20,33,21,27,4,17,5,6,17,0,0,0,0
SN,CS,siddi,778,0,19,33,21,27,4,18,5,5,18,0,0,0,0
SN,CS,siddi,779,0,19,33,21,27,4,17,5,6,18,0,0,0,0
SN,CS,siddi,780,0,21,32,21,27,4,16,4,6,19,0,0,0,0
SN,CS,siddi,781,0,20,33,21,27,4,16,5,6,18,0,0,0,0
SN,CS,siddi,782,0,18,33,21,27,4,17,5,7,18,0,0,0,0
SN,CS,siddi,783,0,19,35,22,27,3,16,5,8,15,0,0,0,0
SN,CS,siddi,784,0,20,35,22,27,3,14,5,8,16,0,0,0,0
SN,CS,siddi,785,0,19,35,22,27,3,15,6,8,15,0,0,0,0
SN,CS,siddi,786,0,19,34,23,27,2,16,5,10,14,0,0,0,0
SN,CS,siddi,787,0,18,34,23,27,2,17,5,10,14,0,0,0,0
SN,CS,siddi,788,0,17,34,23,27,2,18,5,10,14,0,0,0,0
SN,CS,siddi,789,0,17,32,23,27,2,18,7,11,13,0,0,0,0
SN,CS,siddi,790,0,19,32,23,27,2,16,6,11,14,0,0,0,0
SN,CS,siddi,791,0,17,33,23,28,2,17,6,11,13,0,0,0,0
SN,CS,siddi,792,0,18,34,23,28,2,16,6,11,12,0,0,0,0
SN,CS,siddi,793,0,19,37,23,27,2,14,6,10,12,0,0,0,0
SN,CS,siddi,794,0,21,36,23,27,2,14,5,11,11,0,0,0,0
SN,CS,siddi,795,0,21,34,23,27,2,15,5,12,11,0,0,0,0
SN,CS,siddi,796,0,22,33,24,27,1,15,5,12,11,0,0,0,0
SN,CS,siddi,797,0,22,32,25,28,0,15,5,12,11,0,0,0,0
SN,CS,siddi,798,0,22,34,25,27,0,15,6,11,10,0,0,0,0
SN,CS,siddi,799,0,22,34,25,27,0,16,6,11,9,0,0,0,0
SN,CS,siddi,800,0,23,33,25,27,0,15,7,10,10,0,0,0,0
SN,CS,siddi,801,0,21,34,25,28,0,16,7,10,9,0,0,0,0
SN,CS,siddi,802,0,20,34,25,29,0,17,7,9,9,0,0,0,0
SN,CS,siddi,803,0,21,35,25,29,0,16,6,10,8,0,0,0,0
SN,CS,siddi,804,0,22,33,25,29,0,16,8,9,8,0,0,0,0
SN,CS,siddi,805,0,22,34,25,29,0,16,8,9,7,0,0,0,0
SN,CS,siddi,806,0,22,34,25,29,0,15,8,10,7,0,0,0,0
SN,CS,siddi,807,0,22,34,25,29,0,15,8,10,7,0,0,0,0
SN,CS,siddi,808,0,22,32,25,30,0,15,8,10,8,0,0,0,0
SN,CS,siddi,809,0,22,32,25,30,0,15,9,10,7,0,0,0,0
SN,CS,siddi,810,0,22,32,25,30,0,15,8,10,8,0,0,0,0
SN,CS,siddi,811,0,25,32,25,31,0,14,8,8,7,0,0,0,0
SN,CS,siddi,812,0,26,31,25,31,0,14,8,8,7,0,0,0,0
SN,CS,siddi,813,0,28,30,25,31,0,12,8,8,8,0,0,0,0
SN,CS,siddi,814,0,28,30,25,32,0,12,7,7,9,0,0,0,0
SN,CS,siddi,815,1,27,32,24,32,0,12,7,7,9,2,0,0,0
SN,CS,siddi,816,1,27,33,23,30,1,12,8,8,8,2,0,0,0
SN,CS,siddi,817,1,27,31,22,31,1,12,9,8,9,2,1,0,0
SN,CS,siddi,818,1,26,31,21,30,1,12,9,9,10,2,1,0,0
SN,CS,siddi,819,1,25,33,20,29,1,12,9,8,11,3,1,0,0
SN,CS,siddi,820,1,24,35,19,28,1,12,9,7,12,3,1,0,0
SN,CS,siddi,821,1,24,34,18,28,1,12,10,7,14,3,1,1,0
SN,CS,siddi,822,1,23,33,18,27,1,13,11,7,15,4,1,1,0
SN,CS,siddi,823,1,23,34,17,26,1,16,13,9,18,4,1,1,0
SN,CS,siddi,824,1,22,34,17,25,1,15,15,9,18,4,1,1,0
SN,CS,siddi,825,2,21,33,16,24,1,16,15,10,17,4,1,1,0
SN,CS,siddi,826,2,22,32,15,22,2,16,15,11,21,4,1,1,0
SN,CS,siddi,827,2,23,34,14,21,2,15,15,11,21,7,1,1,0
SN,CS,siddi,828,2,26,35,13,22,2,15,18,10,24,7,1,1,1
SN,CS,siddi,829,3,32,43,12,30,2,19,20,16,31,11,1,1,1
SN,CS,siddi,830,3,33,48,11,29,2,23,22,17,38,11,1,1,1
SN,CS,siddi,831,3,42,58,10,35,2,30,27,23,51,14,1,1,1
SN,CS,siddi,832,3,45,59,9,36,2,32,28,24,54,17,1,1,2
SN,CS,siddi,833,3,47,61,8,35,3,32,33,24,57,19,1,1,2
SN,CS,siddi,834,3,69,75,7,52,4,42,47,36,72,26,1,1,2
SN,CS,siddi,835,3,70,75,6,52,4,41,48,37,72,26,1,2,2
SN,CS,siddi,836,3,68,77,6,51,4,41,48,38,72,26,1,2,2
SN,CS,siddi,837,3,68,77,6,51,4,40,49,38,72,26,1,2,2
SN,CS,siddi,838,3,67,77,6,52,4,41,49,38,71,26,1,2,2
SN,CS,siddi,839,3,68,78,6,51,4,41,48,38,71,26,1,2,2
SN,CS,siddi,840,2,68,78,7,51,4,41,48,38,70,24,1,2,2
SN,CS,siddi,841,2,69,79,8,52,3,40,47,37,70,24,1,2,2
SN,CS,siddi,842,2,69,80,9,51,3,40,46,37,70,24,0,2,2
SN,CS,siddi,843,2,69,78,10,52,3,41,48,36,69,24,0,2,2
SN,CS,siddi,844,2,69,77,10,53,4,41,48,36,69,23,0,2,2
SN,CS,siddi,845,2,69,74,11,54,4,40,49,36,71,23,0,2,2
SN,CS,siddi,846,2,68,74,12,55,4,41,48,36,69,23,0,1,2
SN,CS,siddi,847,2,70,76,11,55,5,39,47,36,68,22,0,1,2
SN,CS,siddi,848,2,70,74,12,56,5,37,45,34,65,22,0,1,2
SN,CS,siddi,849,2,73,72,12,57,5,37,43,35,65,22,0,1,2
SN,CS,siddi,850,1,73,73,13,58,5,38,42,34,66,22,0,1,2
SN,CS,siddi,851,1,71,74,13,59,5,38,43,33,63,22,0,1,2
SN,CS,siddi,852,1,71,70,14,59,5,39,43,34,64,19,0,1,2
SN,CS,siddi,853,1,69,67,15,58,5,39,40,34,63,19,0,1,1
SN,CS,siddi,854,0,63,59,16,51,5,36,36,28,56,15,0,1,1
SN,CS,siddi,855,0,61,54,17,52,5,32,36,26,49,15,0,1,1
SN,CS,siddi,856,0,52,43,18,46,5,25,30,19,39,12,0,1,1
SN,CS,siddi,857,0,50,40,19,45,5,23,31,17,36,9,0,1,0
SN,CS,siddi,858,0,49,38,20,45,4,23,27,16,33,7,0,1,0
SN,CS,siddi,859,0,27,24,21,28,3,13,12,4,19,0,0,1,0
SN,CS,siddi,860,0,28,23,22,28,3,14,12,3,17,0,0,0,0
SN,CS,siddi,861,0,28,22,22,28,3,15,13,2,17,0,0,0,0
SN,CS,siddi,862,0,27,21,22,29,3,16,13,3,16,0,0,0,0
SN,CS,siddi,863,0,26,22,22,29,3,15,13,3,17,0,0,0,0
SN,CS,siddi,864,0,26,22,22,29,3,15,13,3,17,0,0,0,0
SN,CS,siddi,865,0,27,20,22,29,3,15,14,3,17,0,0,0,0
SN,CS,siddi,866,0,27,18,21,30,4,15,15,3,17,0,0,0,0
SN,CS,siddi,867,0,28,18,21,30,4,14,15,4,16,0,0,0,0
SN,CS,siddi,868,0,28,17,21,30,4,13,15,4,18,0,0,0,0
SN,CS,siddi,869,0,28,18,22,30,3,12,16,4,17,0,0,0,0
SN,CS,siddi,870,0,29,20,22,30,3,13,15,4,14,0,0,0,0
SN,CS,siddi,871,0,29,21,21,30,4,12,15,4,14,0,0,0,0
SN,CS,siddi,872,0,27,20,22,30,3,12,16,4,16,0,0,0,0
SN,CS,siddi,873,0,27,21,22,30,3,12,15,4,16,0,0,0,0
SN,CS,siddi,874,0,25,23,22,30,3,12,16,3,16,0,0,0,0
SN,CS,siddi,875,0,25,24,22,30,3,10,16,3,17,0,0,0,0
SN,CS,siddi,876,0,25,24,23,31,2,9,16,4,16,0,0,0,0
SN,CS,siddi,877,0,25,24,23,31,2,9,16,4,16,0,0,0,0
