Text_Type,Book,Chapter,Window,GGG,L,GG,GLL,LLG,LGL,G,GGL,LGG,GLG,LLL,LL,LG,GL
SN,CS,siddi,456,93,5,0,18,40,85,70,40,34,65,0,0,0,0
SN,CS,siddi,457,93,5,0,18,38,86,70,40,35,65,0,0,0,0
SN,CS,siddi,458,92,5,0,18,38,87,70,40,35,65,0,0,0,0
SN,CS,siddi,459,90,5,0,18,39,87,70,42,35,64,0,0,0,0
SN,CS,siddi,460,89,5,0,18,40,87,70,43,35,63,0,0,0,0
SN,CS,siddi,461,88,5,0,18,40,88,70,42,36,63,0,0,0,0
SN,CS,siddi,462,87,6,0,18,40,88,69,42,36,64,0,0,0,0
SN,CS,siddi,463,86,6,0,18,40,87,69,42,36,66,0,0,0,0
SN,CS,siddi,464,84,6,0,18,40,88,69,42,36,67,0,0,0,0
SN,CS,siddi,465,85,6,0,18,40,88,69,42,35,67,0,0,0,0
SN,CS,siddi,466,86,6,0,17,40,88,69,42,35,67,0,0,0,0
SN,CS,siddi,467,87,6,0,17,40,88,69,42,34,67,0,0,0,0
SN,CS,siddi,468,87,6,0,17,42,88,69,41,33,67,0,0,0,0
SN,CS,siddi,469,86,6,0,17,43,88,69,41,32,68,0,0,0,0
SN,CS,siddi,470,86,6,0,17,44,88,69,41,33,66,0,0,0,0
SN,CS,siddi,471,88,6,0,17,43,88,69,41,32,66,0,0,0,0
SN,CS,siddi,472,88,6,0,17,43,89,69,40,31,67,0,0,0,0
SN,CS,siddi,473,87,6,0,17,43,89,69,41,31,67,0,0,0,0
SN,CS,siddi,474,87,6,0,17,44,88,69,42,31,66,0,0,0,0
SN,CS,siddi,475,86,6,0,17,43,88,69,41,33,67,0,0,0,0
SN,CS,siddi,476,86,6,0,16,43,88,69,41,33,68,0,0,0,0
SN,CS,siddi,477,85,6,0,17,42,88,69,41,33,69,0,0,0,0
SN,CS,siddi,478,84,5,0,17,42,88,70,41,34,69,0,0,0,0
SN,CS,siddi,479,84,5,0,16,44,88,70,41,32,70,0,0,0,0
SN,CS,siddi,480,85,5,0,16,45,88,70,40,32,69,0,0,0,0
SN,CS,siddi,481,85,5,0,16,45,88,70,40,32,69,0,0,0,0
SN,CS,siddi,482,87,6,0,16,44,88,69,40,31,69,0,0,0,0
SN,CS,siddi,483,86,6,0,15,44,89,69,40,31,70,0,0,0,0
SN,CS,siddi,484,87,6,0,14,44,89,69,39,31,71,0,0,0,0
SN,CS,siddi,485,87,5,0,15,43,89,70,38,32,71,0,0,0,0
SN,CS,siddi,486,88,5,0,15,43,89,70,38,32,70,0,0,0,0
SN,CS,siddi,487,87,5,0,16,44,89,70,38,32,69,0,0,0,0
SN,CS,siddi,488,87,5,0,15,45,89,70,39,31,69,0,0,0,0
SN,CS,siddi,489,86,6,0,15,45,89,69,38,32,70,0,0,0,0
SN,CS,siddi,490,85,6,0,16,44,89,69,39,31,71,0,0,0,0
SN,CS,siddi,491,84,6,0,16,44,89,69,40,31,71,0,0,0,0
SN,CS,siddi,492,84,6,0,16,43,89,69,41,31,71,0,0,0,0
SN,CS,siddi,493,84,6,0,17,43,88,69,41,31,71,0,0,0,0
SN,CS,siddi,494,84,7,0,16,44,88,68,42,30,71,0,0,0,0
SN,CS,siddi,495,87,7,0,16,42,88,68,42,29,71,0,0,0,0
SN,CS,siddi,496,88,7,0,15,43,88,68,41,29,71,0,0,0,0
SN,CS,siddi,497,88,7,0,16,43,88,68,41,28,71,0,0,0,0
SN,CS,siddi,498,86,7,0,16,43,89,68,42,28,71,0,0,0,0
SN,CS,siddi,499,84,7,0,16,44,89,68,43,29,70,0,0,0,0
SN,CS,siddi,500,83,7,0,15,44,89,68,44,29,71,0,0,0,0
SN,CS,siddi,501,84,6,0,15,44,89,69,44,29,70,0,0,0,0
SN,CS,siddi,502,85,6,0,15,45,89,69,44,28,69,0,0,0,0
SN,CS,siddi,503,84,7,0,14,45,89,68,45,29,69,0,0,0,0
SN,CS,siddi,504,84,6,0,12,45,89,68,45,29,71,0,0,0,0
SN,CS,siddi,505,86,6,0,12,44,88,68,45,29,71,0,0,0,0
SN,CS,siddi,506,86,6,0,12,43,87,68,45,30,72,0,0,0,0
SN,CS,siddi,507,87,6,0,12,45,87,68,44,29,71,0,0,0,0
SN,CS,siddi,508,87,6,0,12,45,87,68,43,30,71,0,0,0,0
SN,CS,siddi,509,88,6,0,13,46,86,68,43,29,70,0,0,0,0
SN,CS,siddi,510,86,6,0,13,46,86,68,42,31,71,0,0,0,0
SN,CS,siddi,511,86,6,0,13,47,87,68,41,31,70,0,0,0,0
SN,CS,siddi,512,86,5,0,13,46,87,69,38,32,73,0,0,0,0
SN,CS,siddi,513,87,5,0,13,46,87,69,39,30,73,0,0,0,0
SN,CS,siddi,514,86,5,0,14,45,88,69,38,31,73,0,0,0,0
SN,CS,siddi,515,85,5,0,15,45,88,69,39,32,71,0,0,0,0
SN,CS,siddi,516,85,5,0,15,45,89,69,39,32,70,0,0,0,0
SN,CS,siddi,517,85,5,0,14,45,89,69,39,32,71,0,0,0,0
SN,CS,siddi,518,84,5,0,14,45,89,69,39,31,73,0,0,0,0
SN,CS,siddi,519,84,5,0,14,46,89,69,39,31,72,0,0,0,0
SN,CS,siddi,520,81,5,0,14,47,89,69,40,32,72,0,0,0,0
SN,CS,siddi,521,79,5,0,15,47,89,69,40,32,73,0,0,0,0
SN,CS,siddi,522,80,5,0,15,46,90,69,38,32,74,0,0,0,0
SN,CS,siddi,523,81,5,0,14,45,90,69,38,32,75,0,0,0,0
SN,CS,siddi,524,82,5,0,14,44,90,69,36,32,77,0,0,0,0
SN,CS,siddi,525,83,5,0,14,43,90,69,36,32,77,0,0,0,0
SN,CS,siddi,526,83,5,0,14,42,90,69,37,30,79,0,0,0,0
SN,CS,siddi,527,83,5,0,14,41,90,69,38,30,79,0,0,0,0
SN,CS,siddi,528,83,5,0,14,42,90,69,37,30,79,0,0,0,0
SN,CS,siddi,529,85,6,0,14,42,88,68,36,30,80,0,0,0,0
SN,CS,siddi,530,86,6,0,14,41,89,68,36,30,79,0,0,0,0
SN,CS,siddi,531,87,6,0,15,41,89,68,34,30,79,0,0,0,0
SN,CS,siddi,532,87,6,0,16,42,88,68,34,30,78,0,0,0,0
SN,CS,siddi,533,88,6,0,16,41,87,68,34,31,78,0,0,0,0
SN,CS,siddi,534,89,6,0,16,39,87,68,32,33,79,0,0,0,0
SN,CS,siddi,535,89,6,0,16,38,87,68,31,33,81,0,0,0,0
SN,CS,siddi,536,88,6,0,17,37,87,68,32,32,82,0,0,0,0
SN,CS,siddi,537,89,5,0,16,38,87,69,32,32,81,0,0,0,0
SN,CS,siddi,538,89,5,0,17,38,87,69,32,33,79,0,0,0,0
SN,CS,siddi,539,90,5,0,16,38,86,69,32,35,78,0,0,0,0
SN,CS,siddi,540,90,5,0,16,38,86,69,32,35,78,0,0,0,0
SN,CS,siddi,541,89,5,0,16,39,87,69,32,35,77,0,0,0,0
SN,CS,siddi,542,87,5,0,17,40,87,69,32,35,77,0,0,0,0
SN,CS,siddi,543,88,5,0,17,38,87,69,33,35,77,0,0,0,0
SN,CS,siddi,544,89,5,0,16,37,87,69,35,35,76,0,0,0,0
SN,CS,siddi,545,90,5,0,16,36,86,69,34,34,79,0,0,0,0
SN,CS,siddi,546,87,5,0,16,36,86,69,34,35,81,0,0,0,0
SN,CS,siddi,547,87,5,0,16,35,85,69,35,35,82,0,0,0,0
SN,CS,siddi,548,87,5,0,17,35,85,69,35,35,81,0,0,0,0
SN,CS,siddi,549,88,5,0,18,34,85,69,33,35,82,0,0,0,0
SN,CS,siddi,550,88,5,0,18,34,85,69,34,33,83,0,0,0,0
SN,CS,siddi,551,89,5,0,18,33,85,69,34,32,84,0,0,0,0
SN,CS,siddi,552,92,5,0,17,33,84,68,35,32,83,0,0,1,0
SN,CS,siddi,553,90,5,0,18,34,84,68,36,31,83,0,0,1,0
SN,CS,siddi,554,92,5,0,19,32,85,68,35,31,82,0,0,1,0
SN,CS,siddi,555,92,5,0,19,31,85,68,34,31,84,0,0,1,0
SN,CS,siddi,556,94,5,0,19,30,84,68,34,32,82,0,0,1,0
SN,CS,siddi,557,92,4,1,20,31,83,68,34,33,80,0,0,1,0
SN,CS,siddi,558,92,4,1,21,30,82,68,35,33,80,0,0,1,0
SN,CS,siddi,559,90,4,1,22,30,83,68,36,34,78,0,0,1,0
SN,CS,siddi,560,90,4,1,21,30,83,68,36,34,79,0,0,1,0
SN,CS,siddi,561,90,4,1,21,29,83,68,36,33,81,0,0,1,0
SN,CS,siddi,562,92,4,1,20,28,83,68,35,33,82,0,0,1,0
SN,CS,siddi,563,91,4,1,20,27,84,68,34,34,83,0,0,1,0
SN,CS,siddi,564,91,3,1,20,27,84,69,35,33,83,0,0,1,0
SN,CS,siddi,565,92,4,1,19,27,84,68,36,33,82,0,0,1,0
SN,CS,siddi,566,93,4,1,19,28,84,68,35,33,81,0,0,1,0
SN,CS,siddi,567,91,4,1,19,29,84,68,36,34,80,0,0,1,0
SN,CS,siddi,568,92,4,1,18,29,84,68,36,35,79,0,0,1,0
SN,CS,siddi,569,92,3,1,18,29,85,69,35,35,79,0,0,1,0
SN,CS,siddi,570,90,3,1,18,30,85,69,36,35,79,0,0,1,0
SN,CS,siddi,571,90,3,1,19,29,85,69,36,35,79,0,0,1,0
SN,CS,siddi,572,91,3,1,18,29,85,69,36,35,79,0,0,1,0
SN,CS,siddi,573,92,3,1,18,29,84,69,35,35,80,0,0,1,0
SN,CS,siddi,574,91,3,1,19,28,85,69,34,34,82,0,0,1,0
SN,CS,siddi,575,93,3,1,19,27,86,69,33,33,82,0,0,1,0
SN,CS,siddi,576,91,3,1,19,27,86,69,34,34,82,0,0,1,0
SN,CS,siddi,577,89,3,1,19,26,86,69,33,35,85,0,0,1,0
SN,CS,siddi,578,90,2,1,19,26,86,70,33,33,86,0,0,1,0
SN,CS,siddi,579,91,2,1,19,26,86,71,34,33,84,0,0,1,0
SN,CS,siddi,580,90,3,1,19,26,86,70,36,32,84,0,0,1,0
SN,CS,siddi,581,91,3,1,19,27,87,70,35,31,83,0,0,1,0
SN,CS,siddi,582,91,3,1,19,25,87,70,35,32,84,0,0,1,0
SN,CS,siddi,583,91,3,1,19,25,87,70,35,31,85,0,0,1,0
SN,CS,siddi,584,90,3,1,18,24,87,70,35,33,86,0,0,1,0
SN,CS,siddi,585,90,3,1,18,25,87,70,36,33,84,0,0,1,0
SN,CS,siddi,586,91,3,1,19,24,86,70,36,33,84,0,0,1,0
SN,CS,siddi,587,92,3,1,19,25,86,70,38,32,81,0,0,1,0
SN,CS,siddi,588,92,3,1,20,24,86,70,37,32,82,0,0,1,0
SN,CS,siddi,589,93,3,1,20,24,85,70,37,31,83,0,0,1,0
SN,CS,siddi,590,92,3,1,20,25,86,70,36,31,83,0,0,1,0
SN,CS,siddi,591,93,3,1,20,25,85,70,35,31,84,0,0,1,0
SN,CS,siddi,592,94,3,1,20,25,85,70,34,31,84,0,0,1,0
SN,CS,siddi,593,96,3,1,20,25,85,70,33,31,83,0,0,1,0
SN,CS,siddi,594,94,3,1,20,25,86,70,33,32,83,0,0,1,0
SN,CS,siddi,595,95,4,1,20,25,87,69,33,31,82,0,0,1,0
SN,CS,siddi,596,94,4,1,20,25,87,69,34,31,82,0,0,1,0
SN,CS,siddi,597,93,4,1,20,26,87,69,34,31,82,0,0,1,0
SN,CS,siddi,598,91,4,1,20,27,87,69,34,33,81,0,0,1,0
SN,CS,siddi,599,91,4,1,20,27,87,69,34,33,81,0,0,1,0
SN,CS,siddi,600,89,4,1,20,29,87,69,33,34,81,0,0,1,0
SN,CS,siddi,601,89,4,1,20,29,88,69,33,34,80,0,0,1,0
SN,CS,siddi,602,91,4,1,20,30,88,69,32,33,79,0,0,1,0
SN,CS,siddi,603,89,4,1,21,29,88,69,32,34,80,0,0,1,0
SN,CS,siddi,604,90,3,1,21,29,88,70,32,33,80,0,0,1,0
SN,CS,siddi,605,89,3,1,20,29,89,70,33,32,81,0,0,1,0
SN,CS,siddi,606,89,3,1,19,29,89,70,33,31,83,0,0,1,0
SN,CS,siddi,607,89,3,1,18,29,89,70,35,30,83,0,0,1,0
SN,CS,siddi,608,90,3,1,18,30,89,70,34,29,83,0,0,1,0
SN,CS,siddi,609,90,3,1,18,31,89,70,35,27,83,0,0,1,0
SN,CS,siddi,610,90,3,1,18,32,90,70,35,27,81,0,0,1,0
SN,CS,siddi,611,90,3,1,19,33,89,70,35,27,80,0,0,1,0
SN,CS,siddi,612,90,3,1,19,32,89,70,35,28,80,0,0,1,0
SN,CS,siddi,613,91,3,1,18,33,89,70,35,27,80,0,0,1,0
SN,CS,siddi,614,91,3,1,18,34,89,70,36,25,80,0,0,1,0
SN,CS,siddi,615,91,3,1,18,34,89,70,37,25,79,0,0,1,0
SN,CS,siddi,616,91,3,1,18,33,88,70,38,25,80,0,0,1,0
SN,CS,siddi,617,92,3,1,17,32,88,70,39,26,79,0,0,1,0
SN,CS,siddi,618,92,3,1,17,33,88,70,38,26,79,0,0,1,0
SN,CS,siddi,619,92,3,1,17,33,88,70,37,26,80,0,0,1,0
SN,CS,siddi,620,92,3,1,17,33,88,70,38,26,79,0,0,1,0
SN,CS,siddi,621,94,3,1,19,34,88,69,39,26,78,0,1,1,0
SN,CS,siddi,622,94,3,1,19,35,89,69,38,27,76,0,1,1,0
SN,CS,siddi,623,95,3,1,18,34,89,69,37,27,78,0,1,1,0
SN,CS,siddi,624,94,3,1,17,34,89,69,39,27,78,0,1,1,0
SN,CS,siddi,625,94,3,1,18,36,89,69,38,27,76,0,1,1,0
SN,CS,siddi,626,92,3,1,18,36,89,69,40,27,76,0,1,1,0
SN,CS,siddi,627,91,3,1,18,35,90,70,39,27,77,0,1,0,0
SN,CS,siddi,628,94,3,1,17,33,90,70,38,27,78,0,1,0,0
SN,CS,siddi,629,93,3,1,16,33,89,70,39,28,79,0,1,0,0
SN,CS,siddi,630,91,3,1,17,33,90,70,39,28,79,0,1,0,0
SN,CS,siddi,631,89,3,1,18,33,92,70,39,27,80,0,1,0,0
SN,CS,siddi,632,90,3,0,17,32,93,71,39,27,82,0,1,0,0
SN,CS,siddi,633,90,3,0,16,32,93,71,38,28,83,0,1,0,0
SN,CS,siddi,634,90,3,0,15,32,92,71,37,28,86,0,1,0,0
SN,CS,siddi,635,91,3,0,15,32,92,71,38,27,85,0,1,0,0
SN,CS,siddi,636,91,3,0,15,32,92,71,39,27,84,0,1,0,0
SN,CS,siddi,637,91,4,0,16,32,92,70,39,27,83,0,1,0,0
SN,CS,siddi,638,92,4,0,16,32,91,70,38,27,84,0,1,0,0
SN,CS,siddi,639,92,5,0,17,32,92,69,37,27,83,0,1,0,0
SN,CS,siddi,640,92,4,0,17,33,92,70,37,27,82,0,1,0,0
SN,CS,siddi,641,92,4,0,17,32,92,70,38,27,82,0,1,0,0
SN,CS,siddi,642,95,4,0,19,31,92,70,38,27,83,0,1,0,0
SN,CS,siddi,643,93,4,0,19,31,92,70,38,27,85,0,1,0,0
SN,CS,siddi,644,93,4,0,20,30,91,70,38,27,86,0,1,0,0
SN,CS,siddi,645,93,4,0,20,30,91,70,38,27,86,0,1,0,0
SN,CS,siddi,646,93,4,0,19,31,92,70,39,26,85,0,1,0,0
SN,CS,siddi,647,90,4,0,20,32,92,70,39,26,86,0,1,0,0
SN,CS,siddi,648,89,4,0,20,32,92,70,40,27,85,0,1,0,0
SN,CS,siddi,649,90,4,0,19,32,91,70,41,28,84,0,1,0,0
SN,CS,siddi,650,89,4,0,19,32,91,70,41,29,84,0,1,0,0
SN,CS,siddi,651,89,5,0,19,32,92,69,40,29,84,0,1,0,0
SN,CS,siddi,652,89,5,0,20,32,93,69,41,28,82,0,1,0,0
SN,CS,siddi,653,89,5,0,21,32,93,69,40,28,82,0,1,0,0
SN,CS,siddi,654,87,5,0,21,33,94,69,39,29,82,0,1,0,0
SN,CS,siddi,655,86,4,0,21,34,94,70,38,30,82,0,1,0,0
SN,CS,siddi,656,85,4,0,21,34,93,70,38,30,84,0,1,0,0
SN,CS,siddi,657,84,4,0,22,34,94,70,38,29,84,0,1,0,0
SN,CS,siddi,658,86,4,0,22,36,94,70,38,28,81,0,1,0,0
SN,CS,siddi,659,86,4,0,22,36,94,70,38,28,81,0,1,0,0
SN,CS,siddi,660,86,4,0,23,35,94,70,37,27,83,0,1,0,0
SN,CS,siddi,661,87,4,0,22,36,94,70,37,27,82,0,1,0,0
SN,CS,siddi,662,86,4,0,22,36,95,70,35,28,83,0,1,0,0
SN,CS,siddi,663,86,4,0,22,36,96,70,35,28,82,0,1,0,0
SN,CS,siddi,664,86,4,0,21,35,96,70,36,28,83,0,1,0,0
SN,CS,siddi,665,86,5,0,21,35,95,69,38,27,83,0,1,0,0
SN,CS,siddi,666,86,5,0,21,36,95,69,38,27,82,0,1,0,0
SN,CS,siddi,667,84,5,0,21,37,95,69,39,27,82,0,1,0,0
SN,CS,siddi,668,84,5,0,21,37,95,69,39,27,82,0,1,0,0
SN,CS,siddi,669,85,5,0,21,36,94,69,39,27,83,0,1,0,0
SN,CS,siddi,670,84,5,0,22,35,94,69,38,27,85,0,1,0,0
SN,CS,siddi,671,84,5,0,21,35,95,69,38,29,83,0,1,0,0
SN,CS,siddi,672,83,5,0,21,34,94,69,39,30,84,0,1,0,0
SN,CS,siddi,673,84,5,0,21,33,94,69,39,28,86,0,1,0,0
SN,CS,siddi,674,83,5,0,22,33,94,69,39,29,85,0,1,0,0
SN,CS,siddi,675,85,5,0,22,31,94,69,39,28,86,0,1,0,0
SN,CS,siddi,676,86,5,0,22,32,93,69,39,28,85,0,1,0,0
SN,CS,siddi,677,86,6,0,22,30,93,68,40,28,86,0,1,0,0
SN,CS,siddi,678,88,6,0,21,29,93,68,41,27,86,0,1,0,0
SN,CS,siddi,679,86,6,0,21,29,93,68,43,27,86,0,1,0,0
SN,CS,siddi,680,90,6,0,21,30,90,67,43,27,85,0,1,1,0
SN,CS,siddi,681,90,7,0,21,30,90,66,44,27,84,0,1,1,0
SN,CS,siddi,682,93,7,1,23,32,89,65,44,28,86,0,1,1,0
SN,CS,siddi,683,94,7,1,24,31,88,64,44,29,85,0,1,1,0
SN,CS,siddi,684,93,7,2,25,31,87,63,43,30,84,0,1,1,0
SN,CS,siddi,685,93,7,2,25,31,86,63,44,31,83,0,1,1,0
SN,CS,siddi,686,93,7,2,23,30,86,63,44,31,86,0,1,1,0
SN,CS,siddi,687,92,7,2,23,31,87,63,45,30,85,0,1,1,0
SN,CS,siddi,688,91,7,2,23,31,88,63,46,30,84,0,1,1,0
SN,CS,siddi,689,92,7,2,23,31,88,63,46,30,83,0,1,1,0
SN,CS,siddi,690,92,7,2,23,31,88,63,46,30,83,0,1,1,0
SN,CS,siddi,691,92,7,2,23,32,88,63,45,30,83,0,1,1,0
SN,CS,siddi,692,93,7,2,23,33,88,63,44,30,82,0,1,1,0
SN,CS,siddi,693,92,7,2,23,32,89,63,44,30,83,0,1,1,0
SN,CS,siddi,694,92,7,2,23,34,89,63,44,30,81,0,1,1,0
SN,CS,siddi,695,92,7,2,23,34,90,63,43,30,81,0,1,1,0
SN,CS,siddi,696,91,7,2,21,34,90,64,44,29,79,0,0,1,0
SN,CS,siddi,697,92,7,2,21,33,89,64,44,29,80,0,0,1,0
SN,CS,siddi,698,90,7,2,22,34,89,64,44,31,78,0,0,1,0
SN,CS,siddi,699,90,7,2,22,35,89,64,42,32,78,0,0,1,0
SN,CS,siddi,700,89,7,2,21,33,90,64,44,32,79,0,0,1,0
SN,CS,siddi,701,90,7,2,21,33,90,64,43,33,78,0,0,1,0
SN,CS,siddi,702,91,7,2,21,34,90,64,43,32,77,0,0,1,0
SN,CS,siddi,703,89,7,2,22,34,90,64,43,33,77,0,0,1,0
SN,CS,siddi,704,90,7,2,22,35,90,64,42,32,77,0,0,1,0
SN,CS,siddi,705,91,7,2,22,36,89,64,42,33,75,0,0,1,0
SN,CS,siddi,706,90,7,2,21,37,88,64,43,33,76,0,0,1,0
SN,CS,siddi,707,91,7,2,21,37,88,64,43,32,76,0,0,1,0
SN,CS,siddi,708,90,8,2,21,38,88,63,46,31,74,0,0,1,0
SN,CS,siddi,709,92,8,2,21,40,88,63,46,30,71,0,0,1,0
SN,CS,siddi,710,91,8,2,21,40,88,63,47,30,71,0,0,1,0
SN,CS,siddi,711,90,9,2,21,40,88,62,48,31,70,0,0,1,0
SN,CS,siddi,712,90,8,2,20,40,88,63,49,31,70,0,0,1,0
SN,CS,siddi,713,91,8,2,20,41,88,63,49,30,69,0,0,1,0
SN,CS,siddi,714,92,7,2,19,42,87,64,50,30,68,0,0,1,0
SN,CS,siddi,715,92,7,2,19,43,87,64,48,31,68,0,0,1,0
SN,CS,siddi,716,90,7,2,19,43,87,64,49,31,69,0,0,1,0
SN,CS,siddi,717,88,7,2,17,45,87,64,48,30,68,0,0,1,0
SN,CS,siddi,718,88,7,2,18,47,88,64,48,29,65,0,0,1,0
SN,CS,siddi,719,88,7,2,17,48,87,64,49,30,64,0,0,1,0
SN,CS,siddi,720,90,7,2,17,47,87,64,48,30,64,0,0,1,0
SN,CS,siddi,721,92,8,2,17,46,86,63,47,30,65,0,0,1,0
SN,CS,siddi,722,94,9,2,16,46,86,62,47,30,64,0,0,1,0
SN,CS,siddi,723,93,9,2,17,45,87,62,47,29,65,0,0,1,0
SN,CS,siddi,724,94,9,2,17,45,87,62,47,28,65,0,0,1,0
SN,CS,siddi,725,95,9,2,18,46,86,62,47,27,64,0,0,1,0
SN,CS,siddi,726,94,8,2,18,46,85,63,48,26,66,0,0,1,0
SN,CS,siddi,727,96,8,2,18,46,84,63,47,26,66,0,0,1,0
SN,CS,siddi,728,96,8,2,17,47,84,63,48,27,64,0,0,1,0
SN,CS,siddi,729,98,8,2,18,46,83,63,48,26,64,0,0,1,0
SN,CS,siddi,730,98,8,2,19,45,83,63,48,25,65,0,0,1,0
SN,CS,siddi,731,98,8,2,19,45,83,63,48,26,64,0,0,1,0
SN,CS,siddi,732,99,8,2,19,46,82,63,48,26,63,0,0,1,0
SN,CS,siddi,733,99,8,2,20,44,82,63,48,26,64,0,0,1,0
SN,CS,siddi,734,100,8,2,20,44,82,63,49,24,64,0,0,1,0
SN,CS,siddi,735,101,8,2,19,45,82,63,50,24,62,0,0,1,0
SN,CS,siddi,736,99,8,2,21,45,82,63,50,24,62,0,0,1,0
SN,CS,siddi,737,101,8,2,21,45,81,63,51,23,61,0,0,1,0
SN,CS,siddi,738,101,8,2,20,47,80,63,51,23,61,0,0,1,0
SN,CS,siddi,739,100,8,2,21,48,80,63,50,25,59,0,0,1,0
SN,CS,siddi,740,101,7,2,20,47,80,64,49,25,61,0,0,1,0
SN,CS,siddi,741,100,7,2,20,47,81,64,50,25,60,0,0,1,0
SN,CS,siddi,742,102,7,2,20,47,81,64,49,25,59,0,0,1,0
SN,CS,siddi,743,103,7,2,20,46,81,64,49,25,59,0,0,1,0
SN,CS,siddi,744,102,7,2,21,47,81,64,49,24,59,0,0,1,0
SN,CS,siddi,745,103,6,2,21,48,80,65,49,24,58,0,0,1,0
SN,CS,siddi,746,105,6,2,21,48,79,65,48,22,60,0,0,1,0
SN,CS,siddi,747,106,6,2,21,49,80,65,47,21,59,0,0,1,0
SN,CS,siddi,748,107,6,2,21,49,80,65,46,22,58,0,0,1,0
SN,CS,siddi,749,108,6,2,20,50,80,65,46,21,58,0,0,1,0
SN,CS,siddi,750,107,6,2,20,50,80,65,47,22,57,0,0,1,0
SN,CS,siddi,751,106,6,2,20,50,81,65,46,22,58,0,0,1,0
SN,CS,siddi,752,106,5,2,20,51,82,66,45,22,57,0,0,1,0
SN,CS,siddi,753,106,5,2,21,51,82,66,44,22,57,0,0,1,0
SN,CS,siddi,754,105,5,2,21,51,82,66,42,24,58,0,0,1,0
SN,CS,siddi,755,102,5,2,22,50,83,67,41,24,60,0,0,0,0
SN,CS,siddi,756,101,4,2,23,50,83,68,40,25,60,0,0,0,0
SN,CS,siddi,757,99,4,1,22,48,84,69,38,24,58,0,0,0,0
SN,CS,siddi,758,96,4,1,22,48,86,70,39,23,59,0,0,0,0
SN,CS,siddi,759,98,4,0,21,47,87,71,39,23,60,0,0,0,0
SN,CS,siddi,760,98,4,0,21,47,87,71,40,22,60,0,0,0,0
SN,CS,siddi,761,98,4,0,21,47,88,71,39,22,60,0,0,0,0
SN,CS,siddi,762,98,4,0,21,47,87,71,39,22,61,0,0,0,0
SN,CS,siddi,763,98,4,0,21,46,86,71,39,22,63,0,0,0,0
SN,CS,siddi,764,96,4,0,21,46,87,71,39,23,63,0,0,0,0
SN,CS,siddi,765,96,4,1,21,46,87,70,39,23,64,2,0,0,0
SN,CS,siddi,766,96,5,1,22,46,86,69,39,24,63,2,0,0,0
SN,CS,siddi,767,94,5,1,22,46,87,68,40,24,64,2,1,0,0
SN,CS,siddi,768,96,5,1,23,46,85,67,41,24,62,2,1,0,0
SN,CS,siddi,769,97,5,1,23,45,84,66,41,24,63,3,1,0,0
SN,CS,siddi,770,99,5,1,23,46,82,65,42,24,61,3,1,0,0
SN,CS,siddi,771,99,5,1,23,45,82,64,42,25,63,3,1,1,0
SN,CS,siddi,772,97,5,1,23,47,82,64,43,25,62,4,1,1,0
SN,CS,siddi,773,100,5,1,24,49,81,63,46,26,63,4,1,1,0
SN,CS,siddi,774,101,5,1,24,48,80,63,46,27,62,4,1,1,0
SN,CS,siddi,775,101,5,2,25,49,78,62,44,28,61,4,1,1,0
SN,CS,siddi,776,100,6,2,26,50,77,61,47,27,62,4,1,1,0
SN,CS,siddi,777,101,6,2,26,49,77,60,47,27,63,7,1,1,0
SN,CS,siddi,778,103,6,2,25,49,78,59,50,29,66,7,1,1,1
SN,CS,siddi,779,109,6,3,31,52,86,58,57,33,73,11,1,1,1
SN,CS,siddi,780,114,6,3,32,55,85,57,64,34,76,11,1,1,1
SN,CS,siddi,781,125,6,3,39,61,91,56,76,40,84,14,1,1,1
SN,CS,siddi,782,126,6,3,41,64,92,55,79,41,85,17,1,1,2
SN,CS,siddi,783,128,6,3,42,63,92,55,80,46,88,19,1,1,2
SN,CS,siddi,784,142,7,3,54,71,109,54,95,61,111,26,1,1,2
SN,CS,siddi,785,142,7,3,55,71,109,53,95,62,111,26,1,2,2
SN,CS,siddi,786,143,6,3,56,71,109,54,93,61,112,26,1,2,2
SN,CS,siddi,787,142,6,3,56,71,109,54,93,62,112,26,1,2,2
SN,CS,siddi,788,141,6,3,56,71,110,54,93,62,112,26,1,2,2
SN,CS,siddi,789,140,6,3,56,71,110,54,93,62,113,26,1,2,2
SN,CS,siddi,790,142,6,3,56,69,110,54,93,61,114,26,1,2,2
SN,CS,siddi,791,145,6,3,56,69,110,54,91,61,113,26,1,2,2
SN,CS,siddi,792,145,6,3,56,68,110,54,91,61,114,26,1,2,2
SN,CS,siddi,793,146,6,3,55,67,109,54,91,63,114,26,1,2,2
SN,CS,siddi,794,146,7,3,55,67,109,53,91,62,115,26,1,2,2
SN,CS,siddi,795,143,7,3,55,67,109,53,94,63,114,26,1,2,2
SN,CS,siddi,796,141,6,3,55,68,110,54,94,63,114,26,1,2,2
SN,CS,siddi,797,141,6,3,55,67,110,54,94,63,115,26,1,2,2
SN,CS,siddi,798,142,6,3,54,68,109,54,93,64,115,26,1,2,2
SN,CS,siddi,799,140,6,3,55,68,109,54,92,64,117,26,1,2,2
SN,CS,siddi,800,139,6,3,54,69,109,54,93,64,117,26,1,2,2
SN,CS,siddi,801,140,7,3,54,70,109,53,93,65,114,26,1,2,2
SN,CS,siddi,802,138,7,3,54,71,109,53,94,65,114,26,1,2,2
SN,CS,siddi,803,137,7,3,54,70,109,53,95,64,116,26,1,2,2
